"Id","IsDeleted","MasterRecordId","Name","Type","ParentId","BillingStreet","BillingCity","BillingState","BillingPostalCode","BillingCountry","BillingLatitude","BillingLongitude","BillingGeocodeAccuracy","ShippingStreet","ShippingCity","ShippingState","ShippingPostalCode","ShippingCountry","ShippingLatitude","ShippingLongitude","ShippingGeocodeAccuracy","Phone","Fax","AccountNumber","Website","Sic","Industry","AnnualRevenue","NumberOfEmployees","Ownership","TickerSymbol","Description","Rating","Site","OwnerId","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastActivityDate","Jigsaw","JigsawCompanyId","AccountSource","SicDesc","Current_Participant__c","Provider_Type__c","Org_ID__c","Primary_Email__c","Participation_Level__c","Alternate_ID__c","Primary_Address__Street__s","Primary_Address__City__s","Primary_Address__PostalCode__s","Primary_Address__StateCode__s","Primary_Address__CountryCode__s","Primary_Address__Latitude__s","Primary_Address__Longitude__s","Primary_Address__GeocodeAccuracy__s","Year_6_Milestone_Pass_Rate__c","Additional_Addresses__c","TIN_s__c","Sites__c","County_s__c","Location_Type__c","NCQA_Status__c","TI_Program_Participation__c","Clinic_NPI_s__c","Year_6_Incentive_Payment__c","DBA_Name__c","Primary_Contact__c","ACO__c","Justice_Decision__c","Competitive_Region__c","Justice_Contact_Name__c","JusticePartnerEmails__c","TI_Participation_Level__c","Current_Participant_Status__c","QIC_Attendance__c","TI_Eligibility__c"
"001Hs000037iLdPIAU","0","","SULTAN Y AYOUB RNP PLLC","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-01-07 20:44:56","005Hs00000CSLH8IAP","2025-01-07 20:44:56","2024-10-18 00:00:00","","","","","0","ADULT PCP;PEDS PCP","462687329","fnp_pediatrics@hotmail.com","","","","","","","","","","","","","462687329","","","None","None","New TI Participant","","","Southwestern Pediatrics","","Equality Health","","","","","Passive","","","Y1 - Adult BH: No Application;Y1 - Adult PCP: Withdrawn;Y1 - Peds BH: No Application;Y1 - Peds PCP: Withdrawn;Y1 - Justice: No Application"
"001Hs000037iLdQIAU","0","","SANCTUARY SOBER LIVING LLC","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","(480) 296-8640","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-01-07 20:25:24","005Hs00000CSLH8IAP","2025-03-14 17:31:00","2025-03-14 00:00:00","","","","","1","ADULT BH;JUSTICE","464000604","dlovell@sanctuaryrc.com","","","","","","","","","","","","","464000604","","","None","None","New TI Participant","","","Sanctuary Sober Living","","None","","","","","","","","Y1 - Adult BH: Eligible;Y1 - Adult PCP: No Application;Y1 - Peds BH: No Application;Y1 - Peds PCP: No Application;Y1 - Justice: Eligible"
"001Hs000037iLdRIAU","0","","COMMUNITY PARTNERS INTER","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-01-06 21:51:34","005Hs00000CSLH8IAP","2025-03-14 17:31:10","2025-03-14 00:00:00","","","","","1","ADULT BH;ADULT PCP;PEDS BH;PEDS PCP","464971292","rlopez@ichd.net","","","","","","","","","","","","","464971292","","","None","None","TI 1.0 Participant","","","Community Partners Integrated Health","","None","","","","","","","","Y1 - Adult BH: Eligible;Y1 - Adult PCP: Eligible;Y1 - Peds BH: Eligible;Y1 - Peds PCP: Eligible;Y1 - Justice: Eligible"
"001Hs000037iLdSIAU","0","","FELIZ CARE CENTERS PLLC","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-01-06 22:23:54","005Hs00000CSLH8IAP","2025-03-14 17:31:00","2025-03-14 00:00:00","","","","","1","ADULT PCP","472584784","brithza@hkpeds.com","","","","","","","","","","","","","472584784","","","None","None","New TI Participant","","","Feliz Care Centers","","Equality Health","","","","","","","","Y1 - Adult BH: No Application;Y1 - Adult PCP: Eligible;Y1 - Peds BH: No Application;Y1 - Peds PCP: No Application;Y1 - Justice: No Application"
"001Hs000037iLdTIAU","0","","NICHOLAS BUJAK MD PLLC","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","60242962239","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-01-06 22:59:22","005Hs00000CSLH8IAP","2025-03-14 17:31:05","2025-03-14 00:00:00","","","","","1","ADULT PCP","472936650","office@westvalleyobgyn.com","","","","","","","","","","","","","472936650","","","None","None","New TI Participant","","","West Valley OBGYN","","Equality Health","","","","","","","","Y1 - Adult BH: No Application;Y1 - Adult PCP: Eligible;Y1 - Peds BH: No Application;Y1 - Peds PCP: No Application;Y1 - Justice: No Application"
"001Hs000037iLdUIAU","0","","RECOVIA LLC","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","(216) 926-8075","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-01-07 17:49:25","005Hs00000CSLH8IAP","2025-03-14 17:31:05","2025-03-14 00:00:00","","","","","1","ADULT BH","473622195","dluksenburg@recovia.com","","","","","","","","","","","","","473622195","","","None","None","New TI Participant","","","Recovia","","Equality Health","","","","","","","","Y1 - Adult BH: Eligible;Y1 - Adult PCP: No Application;Y1 - Peds BH: No Application;Y1 - Peds PCP: No Application;Y1 - Justice: No Application"
"001Hs000037iLdVIAU","0","","LIFELINE PROFESSIONAL COUNSELI","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-01-06 22:41:54","005Hs00000CSLH8IAP","2025-03-14 17:31:04","2025-03-14 00:00:00","","","","","1","ADULT BH;PEDS BH","571203051","john@lifelinepcs.com","","","","","","","","","","","","","571203051","","","None","None","New TI Participant","","","Lifeline Professional Counseling","","None","","","","","","","","Y1 - Adult BH: Eligible;Y1 - Adult PCP: No Application;Y1 - Peds BH: Eligible;Y1 - Peds PCP: No Application;Y1 - Justice: No Application"
"001Hs000037iLdWIAU","0","","SAN LUIS WALK IN CLINIC INC","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","(928) 627-1120","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2024-09-05 04:41:59","005Hs00000EHnDPIA1","2025-03-14 17:31:05","2025-03-14 00:00:00","","","","","1","JUSTICE","651170616","igonzalez@rcfbh.org","","","","","","","","","","","","","651170616","","","None","None","New TI Participant","","","San Luis Walk In Clinic (Regional Centers for Border Health)","","","","","","","","","","Y1 - Adult BH: No Application;Y1 - Adult PCP: No Application;Y1 - Peds BH: No Application;Y1 - Peds PCP: No Application;Y1 - Justice: Eligible"
"001Hs000037iLdXIAU","0","","SJHMC PHYSICIAN SERVICES","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","(520) 631-4052","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-01-07 20:28:49","005Hs00000CSLH8IAP","2025-03-14 17:31:05","2025-03-14 00:00:00","","","","","1","ADULT PCP;PEDS PCP","651205795","shannon.miller2@commonspirit.org","","","","","","","","","","","","","651205795","","","None","None","TI 1.0 Participant","","","SJHMC Physician Services (Dignity Health)","","None","","","","","","","","Y1 - Adult BH: No Application;Y1 - Adult PCP: Eligible;Y1 - Peds BH: No Application;Y1 - Peds PCP: Eligible;Y1 - Justice: No Application"
"001Hs000037iLdYIAU","0","","RECOVERY INNOVATIONS INC","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-01-07 17:48:45","005Hs00000CSLH8IAP","2025-03-14 17:31:00","2025-03-14 00:00:00","","","","","1","ADULT BH","711018775","marleigh.o'meara@riinternational.com","","","","","","","","","","","","","711018775","","","None","None","TI 1.0 Participant","","","Recovery Innovations International","","None","","","","","","","","Y1 - Adult BH: Eligible;Y1 - Adult PCP: No Application;Y1 - Peds BH: No Application;Y1 - Peds PCP: No Application;Y1 - Justice: No Application"
"001Hs000037iLdZIAU","0","","GILA INTERNAL MEDICINE","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-01-06 22:25:01","005Hs00000CSLH8IAP","2025-03-14 17:31:00","2025-03-14 00:00:00","","","","","1","ADULT PCP","721520982","jsmadrid@msn.com","","","","","","","","","","","","","721520982","","","None","None","TI 1.0 Participant","","","Gila Medical Clinics","","Equality Health","","","","","","","","Y1 - Adult BH: No Application;Y1 - Adult PCP: Eligible;Y1 - Peds BH: No Application;Y1 - Peds PCP: No Application;Y1 - Justice: No Application"
"001Hs000037iLdaIAE","0","","NORTHERN ARIZONA HEALTHCARE","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-01-06 23:00:13","005Hs00000CSLH8IAP","2025-03-14 17:31:00","2025-03-14 00:00:00","","","","","1","ADULT BH;ADULT PCP;PEDS BH;PEDS PCP","742410946","johnb.martin@nahealth.com","","","","","","","","","","","","","742410946","","","None","None","TI 1.0 Participant","","","Northern Arizona Healthcare","","Equality Health","","","","","","","","Y1 - Adult BH: Eligible;Y1 - Adult PCP: Eligible;Y1 - Peds BH: Eligible;Y1 - Peds PCP: Eligible;Y1 - Justice: No Application"
"001Hs000037iLdbIAE","0","","EMPACT-SPC INC","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","(480) 784-1514","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-01-06 22:23:13","005Hs00000CSLH8IAP","2025-03-14 17:31:05","2025-03-14 00:00:00","","","","","1","ADULT BH;ADULT PCP;PEDS BH","742562293","erica.chestnut-ramirez@lafrontera-empact.org","","","","","","","","","","","","","742562293","","","None","None","TI 1.0 Participant","","","Empact- Suicide Prevention Center","","None","","","","","","","","Y1 - Adult BH: Eligible;Y1 - Adult PCP: Eligible;Y1 - Peds BH: Eligible;Y1 - Peds PCP: No Application;Y1 - Justice: No Application"
"001Hs000037iLdcIAE","0","","GLENDALE PEDIATRICS LLC","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","(480) 528-8842","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-01-06 22:25:18","005Hs00000CSLH8IAP","2025-03-14 17:31:05","2025-03-14 00:00:00","","","","","1","ADULT PCP;PEDS PCP","753221906","glendalepediatrics@gmail.com","","","","","","","","","","","","","753221906","","","None","None","New TI Participant","","","Glendale Pediatrics","","None","","","","","","","","Y1 - Adult BH: No Application;Y1 - Adult PCP: Eligible;Y1 - Peds BH: No Application;Y1 - Peds PCP: Eligible;Y1 - Justice: No Application"
"001Hs000037iLddIAE","0","","CHILD & FAMILY SUPPORT SERVICE","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-01-06 21:46:18","005Hs00000CSLH8IAP","2025-03-14 17:31:04","2025-03-14 00:00:00","","","","","1","PEDS BH","770601535","troyb@cfssinc.com","","","","","","","","","","","","","770601535","","","None","None","TI 1.0 Participant","","","Child & Family Support Services","","Equality Health","","","","","","","","Y1 - Adult BH: No Application;Y1 - Adult PCP: No Application;Y1 - Peds BH: Eligible;Y1 - Peds PCP: No Application;Y1 - Justice: No Application"
"001Hs000037iLdeIAE","0","","PRESCOTT HEALTHCARE SOLUTIONS","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2024-09-05 04:41:59","005Hs00000EHnDPIA1","2025-03-14 17:31:04","2025-03-14 00:00:00","","","","","1","ADULT PCP","811039174","wmartin@optimamedicalaz.com","","","","","","","","","","","","","811039174","","","None","None","New TI Participant","","","OPTIMA MEDICAL","","","","","","","","","","Y1 - Adult BH: No Application;Y1 - Adult PCP: Eligible;Y1 - Peds BH: No Application;Y1 - Peds PCP: No Application;Y1 - Justice: No Application"
"001Hs000037iLdfIAE","0","","TMC MEDICAL NETWORK","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","(520) 324-4636","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-01-07 20:50:49","005Hs00000CSLH8IAP","2025-03-14 17:31:00","2025-03-14 00:00:00","","","","","1","ADULT PCP;PEDS PCP","811156192","theresa.preston@tmcaz.com","","","","","","","","","","","","","811156192","","","None","None","TI 1.0 Participant","","","TMC Medical Network","","None","","","","","","","","Y1 - Adult BH: No Application;Y1 - Adult PCP: Eligible;Y1 - Peds BH: No Application;Y1 - Peds PCP: Eligible;Y1 - Justice: No Application"
"001Hs000037iLdgIAE","0","","BEHAVIORAL CONSULTATION SERVIC","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-01-06 21:43:03","005Hs00000CSLH8IAP","2025-03-14 17:31:10","2025-03-14 00:00:00","","","","","1","ADULT BH;PEDS BH","812107532","rlopez@ichd.net","","","","","","","","","","","","","812107532","","","None","None","TI 1.0 Participant","","","Behavioral Consultation Services","","None","","","","","","","","Y1 - Adult BH: Eligible;Y1 - Adult PCP: No Application;Y1 - Peds BH: Eligible;Y1 - Peds PCP: No Application;Y1 - Justice: No Application"
"001Hs000037iLdhIAE","0","","PAPER CRANES HEALTHCARE LLC","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-01-06 23:01:44","005Hs00000CSLH8IAP","2025-03-14 17:31:04","2025-03-14 00:00:00","","","","","1","ADULT PCP;PEDS PCP","813084282","kelsey@papercraneshealthcare.com","","","","","","","","","","","","","813084282","","","None","None","New TI Participant","","","Paper Cranes Healthcare","","Equality Health","","","","","","","",""
"001Hs000037iLdiIAE","0","","ASSURANCE ASSERTIVE COMM TRTMN","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-01-06 21:41:26","005Hs00000CSLH8IAP","2025-03-14 17:31:10","2025-03-14 00:00:00","","","","","1","ADULT BH;ADULT PCP","815116063","rlopez@ichd.net","","","","","","","","","","","","","815116063","","","None","None","New TI Participant","","","Assurance","","None","","","","","","","","Y1 - Adult BH: Eligible;Y1 - Adult PCP: Eligible;Y1 - Peds BH: No Application;Y1 - Peds PCP: No Application;Y1 - Justice: No Application"
"001Hs000037iLdjIAE","0","","ARBOR MEDICAL PARTNERS LLC","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","(480) 860-8488","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-01-06 21:40:19","005Hs00000CSLH8IAP","2025-03-14 17:31:05","2025-03-14 00:00:00","","","","","1","PEDS PCP","820733301","keynon@amppeds.com","","","","","","","","","","","","","820733301","","","None","None","TI 1.0 Participant","","","Arbor Medical Partners","","Equality Health;Phoenix Children's Care Network","","","","","","","","Y1 - Adult BH: No Application;Y1 - Adult PCP: No Application;Y1 - Peds BH: No Application;Y1 - Peds PCP: Eligible;Y1 - Justice: No Application"
"001Hs000037iLdkIAE","0","","ALIUM HEALTH LLC","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-01-06 21:39:58","005Hs00000CSLH8IAP","2025-03-14 17:31:04","2025-03-14 00:00:00","","","","","1","ADULT BH;ADULT PCP","823913679","aelliott@aliumhealth.com","","","","","","","","","","","","","823913679","","","None","None","New TI Participant","","","Alium Health","","None","","","","","","","","Y1 - Adult BH: Eligible;Y1 - Adult PCP: Eligible;Y1 - Peds BH: No Application;Y1 - Peds PCP: No Application;Y1 - Justice: No Application"
"001Hs000037iLdlIAE","0","","COOLIDGE PEDIATRICS","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-01-06 21:52:10","005Hs00000CSLH8IAP","2025-03-14 17:31:10","2025-03-14 00:00:00","","","","","1","PEDS PCP","824710517","elmer@pediatricsqc.com","","","","","","","","","","","","","824710517","","","None","None","New TI Participant","","","Coolidge Pediatrics","","Equality Health;Phoenix Children's Care Network","","","","","","","","Y1 - Adult BH: No Application;Y1 - Adult PCP: No Application;Y1 - Peds BH: No Application;Y1 - Peds PCP: Eligible;Y1 - Justice: No Application"
"001Hs000037iLdmIAE","0","","ZION INSTITUTE","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-01-07 21:19:43","005Hs00000CSLH8IAP","2025-01-07 21:19:43","2024-10-21 00:00:00","","","","","0","ADULT BH;ADULT PCP;PEDS BH;PEDS PCP","830370609","shawn@thezioninstitute.org","","","","","","","","","","","","","830370609","","","None","None","New TI Participant","","","Zion Institute","","None","","","","","","","","Y1 - Adult BH: Eligible;Y1 - Adult PCP: Eligible;Y1 - Peds BH: Eligible;Y1 - Peds PCP: Eligible;Y1 - Justice: No Application"
"001Hs000037iLdnIAE","0","","SCOTTSDALE RECOVERY II LLC","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","(480) 414-2596","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-01-07 20:27:36","005Hs00000CSLH8IAP","2025-03-14 17:31:00","2025-03-14 00:00:00","","","","","1","ADULT BH;JUSTICE","833961380","michelle.s@scottsdalerecovery.com","","","","","","","","","","","","","833961380","","","None","None","New TI Participant","","","Scottsdale Recovery Centers","","None","","","","","","","","Y1 - Adult BH: Eligible;Y1 - Adult PCP: No Application;Y1 - Peds BH: No Application;Y1 - Peds PCP: No Application;Y1 - Justice: Eligible"
"001Hs000037iLdoIAE","0","","GOLDEN HEALTH INITIATIVE INC","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2024-09-05 04:41:59","005Hs00000EHnDPIA1","2025-03-14 17:31:00","2025-03-14 00:00:00","","","","","1","JUSTICE","842210241","rgolden@goldenhealthinitiative.com","","","","","","","","","","","","","842210241","","","None","None","New TI Participant","","","Golden Health Initiative","","","","","","","","","","Y1 - Adult BH: Rejected;Y1 - Adult PCP: Rejected;Y1 - Peds BH: Rejected;Y1 - Peds PCP: Rejected;Y1 - Justice: Rejected"
"001Hs000037iLdpIAE","0","","KIDS AND FAMILY KARE LLC","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","(480) 889-4585","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-01-06 22:40:16","005Hs00000CSLH8IAP","2025-03-14 17:31:00","2025-03-14 00:00:00","","","","","1","ADULT PCP;PEDS PCP","844039680","cjlopezped@yahoo.com","","","","","","","","","","","","","844039680","","","None","None","New TI Participant","","","Kids And Family Kare","","Equality Health;Phoenix Children's Care Network","","","","","","","","Y1 - Adult BH: No Application;Y1 - Adult PCP: Eligible;Y1 - Peds BH: No Application;Y1 - Peds PCP: Eligible;Y1 - Justice: No Application"
"001Hs000037iLdqIAE","0","","COMMUNITY 43","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","(602) 274-4343","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-01-06 21:49:09","005Hs00000CSLH8IAP","2025-03-14 17:31:00","2025-03-14 00:00:00","","","","","1","ADULT BH","844211454","kara@community43.org","","","","","","","","","","","","","844211454","","","None","None","New TI Participant","","","Community 43","","None","","","","","","","","Y1 - Adult BH: Eligible;Y1 - Adult PCP: No Application;Y1 - Peds BH: No Application;Y1 - Peds PCP: No Application;Y1 - Justice: No Application"
"001Hs000037iLdrIAE","0","","PEDIATRICS GPS INC","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","(520) 293-6686","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-01-06 23:05:08","005Hs00000CSLH8IAP","2025-03-14 17:31:05","2025-03-14 00:00:00","","","","","1","PEDS PCP","845151905","kolleenr@comcast.net","","","","","","","","","","","","","845151905","","","None","None","TI 1.0 Participant","","","Pediatrics GPS (formerly Al Shaafi Medical)","","None","","","","","","","","Y1 - Adult BH: No Application;Y1 - Adult PCP: No Application;Y1 - Peds BH: No Application;Y1 - Peds PCP: Eligible;Y1 - Justice: No Application"
"001Hs000037iLdsIAE","0","","Intermountain Centers for Human Development","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-01-06 22:24:41","005Hs00000CSLH8IAP","2025-03-14 17:31:10","2025-03-14 00:00:00","","","","","1","ADULT BH;PEDS BH","850254535","rlopez@ichd.net","","","","","","","","","","","","","850254535","","","None","None","TI 1.0 Participant","","","Intermountain Centers for Human Development","","None","","","","","","","",""
"001Hs000037iLdtIAE","0","","EASTER SEALS BLAKE FOUNDATION","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","(520) 488-2232","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-01-06 21:57:38","005Hs00000CSLH8IAP","2025-03-14 17:31:02","2025-03-14 00:00:00","","","","","1","ADULT BH;ADULT PCP;PEDS BH;PEDS PCP","860093224","lmorales@blake.easterseals.com","","","","","","","","","","","","","860093224","","","None","None","TI 1.0 Participant","","","Easter Seals Blake Foundation","","None","","","","","","","","Y1 - Adult BH: Eligible;Y1 - Adult PCP: Eligible;Y1 - Peds BH: Eligible;Y1 - Peds PCP: Eligible;Y1 - Justice: No Application"
"001Hs000037iLduIAE","0","","ARIZONAS CHILDREN ASSOC","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-01-06 21:41:05","005Hs00000CSLH8IAP","2025-01-06 21:41:05","2024-10-18 00:00:00","","","","","0","PEDS BH","860096772","jschmitt@arizonaschildren.org","","","","","","","","","","","","","860096772","","","None","None","TI 1.0 Participant","","","","","Equality Health","","","","","","","","Y1 - Adult BH: No Application;Y1 - Adult PCP: No Application;Y1 - Peds BH: Withdrawn;Y1 - Peds PCP: No Application;Y1 - Justice: No Application"
"001Hs000037iLdvIAE","0","","JEWISH FAMILY & CHILDRENS SERV","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-01-06 22:39:34","005Hs00000CSLH8IAP","2025-03-14 17:31:08","2025-03-14 00:00:00","","","","","1","ADULT BH;PEDS BH","860096781","lorrie.henderson@jfcsaz.org","","","","","","","","","","","","","860096781","","","None","None","TI 1.0 Participant","","","Jewish Family & Childrens Services (JFCS)","","Equality Health","","","","","","","","Y1 - Adult BH: Eligible;Y1 - Adult PCP: No Application;Y1 - Peds BH: Eligible;Y1 - Peds PCP: No Application;Y1 - Justice: No Application"
"001Hs000037iLdwIAE","0","","FAMILY SERVICE AGENCY","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-01-06 22:23:31","005Hs00000CSLH8IAP","2025-03-14 17:31:10","2025-03-14 00:00:00","","","","","1","ADULT BH;PEDS BH","860096792","rlopez@ichd.net","","","","","","","","","","","","","860096792","","","None","None","New TI Participant","","","Family Service Agency","","None","","","","","","","","Y1 - Adult BH: Eligible;Y1 - Adult PCP: No Application;Y1 - Peds BH: Eligible;Y1 - Peds PCP: No Application;Y1 - Justice: No Application"
"001Hs000037iLdxIAE","0","","MARC COMMUNITY RESOURCES INC","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","(480) 431-9008","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-01-06 22:43:36","005Hs00000CSLH8IAP","2025-03-14 17:31:02","2025-03-14 00:00:00","","","","","1","ADULT BH","860137109","latrice.hickman@copahealth.org","","","","","","","","","","","","","860137109","","","None","None","TI 1.0 Participant","","","Copa Health","","Equality Health","","","","","","","","Y1 - Adult BH: Eligible;Y1 - Adult PCP: No Application;Y1 - Peds BH: No Application;Y1 - Peds PCP: No Application;Y1 - Justice: No Application"
"001Hs000037iLdyIAE","0","","WEST YAVAPAI GUIDANCE CLINIC I","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","928-445-5211, ext. 3670","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-01-07 21:13:12","005Hs00000CSLH8IAP","2025-03-14 17:31:00","2025-03-14 00:00:00","","","","","1","ADULT BH;ADULT PCP;PEDS BH","860206928","l.amos@polarahealth.com","","","","","","","","","","","","","860206928","","","None","None","TI 1.0 Participant","","","West Yavapai Guidance Clinic","","None","","","","","","","","Y1 - Adult BH: Eligible;Y1 - Adult PCP: Eligible;Y1 - Peds BH: Eligible;Y1 - Peds PCP: No Application;Y1 - Justice: Eligible"
"001Hs000037iLdzIAE","0","","SPECTRUM HEALTHCARE GROUP INC","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-01-07 20:34:54","005Hs00000CSLH8IAP","2025-03-14 17:31:00","2025-03-14 00:00:00","","","","","1","ADULT BH;ADULT PCP;JUSTICE;PEDS BH;PEDS PCP","860207499","jessp@spectrumhg.org","","","","","","","","","","","","","860207499","","","None","None","TI 1.0 Participant","","","Spectrum Healthcare Group","","Equality Health","","","","","","","","Y1 - Adult BH: Eligible;Y1 - Adult PCP: Eligible;Y1 - Peds BH: Eligible;Y1 - Peds PCP: Eligible;Y1 - Justice: Eligible"
"001Hs000037iLe0IAE","0","","NATIONAL COUNCIL ON ALCOHOLISM","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","(602) 264-6214","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-01-06 22:57:51","005Hs00000CSLH8IAP","2025-03-14 17:31:02","2025-03-14 00:00:00","","","","","1","ADULT BH","860208873","beverlyw@azwomensrecoverycenter.org","","","","","","","","","","","","","860208873","","","None","None","TI 1.0 Participant","","","AZ Women's Recovery Center (NCAADD)","","None","","","","","","","","Y1 - Adult BH: Eligible;Y1 - Adult PCP: No Application;Y1 - Peds BH: No Application;Y1 - Peds PCP: No Application;Y1 - Justice: No Application"
