filename,Section,Criteria,Prompt
auto_grading_trainingset\input_files\input10.txt,Description,"7. Does the value of the ""Project Description / Purpose"" attribute include a sentence that explicitly state the purpose of the project?","
You are grading a project Description. This is the criteria: 7. Does the value of the ""Project Description / Purpose"" attribute include a sentence that explicitly state the purpose of the project?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
Project Name: Social Determinants of Health Screening
Clinic: Arbor Medical Partner practices
Process: Distribution of screening tool, documentation of results, and closed loop referral process
for needed concerns
TIP 2.0 Process Milestone: Milestone 3
Project Description / Purpose
Screening for health-related social needs (or social determinants of health) allows a clinician to assess a comprehensive
history of lifestyle and social factors that impact health. Screening for HRSN has demonstrated a positive impact on
health outcomes, decrease in emergency room visit, and improved establishment of healthy habits. Barriers to seeking
health care, lifestyle choices, and/or safety are easier to identify and interventions offered. Screening in a pediatric
primary care practice impacts both the pediatric patient and the overall health of the family.
"
auto_grading_trainingset\input_files\input10.txt,Description,"8. Does the value of the ""Project Description / Purpose"" attribute include a detailed expected results from the project?","
You are grading a project Description. This is the criteria: 8. Does the value of the ""Project Description / Purpose"" attribute include a detailed expected results from the project?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
Project Name: Social Determinants of Health Screening
Clinic: Arbor Medical Partner practices
Process: Distribution of screening tool, documentation of results, and closed loop referral process
for needed concerns
TIP 2.0 Process Milestone: Milestone 3
Project Description / Purpose
Screening for health-related social needs (or social determinants of health) allows a clinician to assess a comprehensive
history of lifestyle and social factors that impact health. Screening for HRSN has demonstrated a positive impact on
health outcomes, decrease in emergency room visit, and improved establishment of healthy habits. Barriers to seeking
health care, lifestyle choices, and/or safety are easier to identify and interventions offered. Screening in a pediatric
primary care practice impacts both the pediatric patient and the overall health of the family.
"
auto_grading_trainingset\input_files\input10.txt,Overview,"1. Does the value of the ""Problem Summary:"" attribute include a detailed (at least 1 sentence) and logical problem statement (relating to the project description/purpose)?","
You are grading a project Overview. This is the criteria: 1. Does the value of the ""Problem Summary:"" attribute include a detailed (at least 1 sentence) and logical problem statement (relating to the project description/purpose)?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
Problem Summary:
Consistent and universal screening for health-related social needs of the pediatric
population improved health outcome and reduces overall healthcare costs. Screening
has also been demonstrated to decrease health disparities. Variable studies have
suggested that 19-65% of families screened report at least one HRSN. Of those who
reported a HRSN, 22-58% accepted resources to address these needs. Barriers include
time limits to address such issues, clinicians feeling unable to address identified needs,
trust and/or reluctance of patients to divulge concerns. A recent study suggests that
patients are more likely to answer HRSN screening electronically versus paper. While
access to internet is also a barrier, having access to inoffice electronic screening can help
relieve this. Thus this program strives to assess HRSN to improve health behaviors and
outcomes while decreasing barrier and disparities in receiving care.
Desired Outcome(s):
1. Institute and increase routine HRSN (SDOH) screening annually
2. Establish relationship with community based referral source to address
identified needs on screening
3. Connect families with identified needs with community resources
4. Decrease barriers to receiving health care
5. Create efficient and effective screening workflow that
Benefits:
With effective screening that limits barriers and a workflow that connects needs with
resources, a decrease in social needs that negatively impact health are decreased and
health outcomes in children, family and later adults are improved.
"
auto_grading_trainingset\input_files\input10.txt,Overview,"2. Does the value of the ""Desired Outcome(s):"" attribute include a at least 1 sentence explicitly talking about the expected results/desired outcomes?","
You are grading a project Overview. This is the criteria: 2. Does the value of the ""Desired Outcome(s):"" attribute include a at least 1 sentence explicitly talking about the expected results/desired outcomes?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
Problem Summary:
Consistent and universal screening for health-related social needs of the pediatric
population improved health outcome and reduces overall healthcare costs. Screening
has also been demonstrated to decrease health disparities. Variable studies have
suggested that 19-65% of families screened report at least one HRSN. Of those who
reported a HRSN, 22-58% accepted resources to address these needs. Barriers include
time limits to address such issues, clinicians feeling unable to address identified needs,
trust and/or reluctance of patients to divulge concerns. A recent study suggests that
patients are more likely to answer HRSN screening electronically versus paper. While
access to internet is also a barrier, having access to inoffice electronic screening can help
relieve this. Thus this program strives to assess HRSN to improve health behaviors and
outcomes while decreasing barrier and disparities in receiving care.
Desired Outcome(s):
1. Institute and increase routine HRSN (SDOH) screening annually
2. Establish relationship with community based referral source to address
identified needs on screening
3. Connect families with identified needs with community resources
4. Decrease barriers to receiving health care
5. Create efficient and effective screening workflow that
Benefits:
With effective screening that limits barriers and a workflow that connects needs with
resources, a decrease in social needs that negatively impact health are decreased and
health outcomes in children, family and later adults are improved.
"
auto_grading_trainingset\input_files\input10.txt,Overview,"3. Does the value of the ""Benefits:"" attribute include a least 1 sentence explicitly talking about the benefits of this project?","
You are grading a project Overview. This is the criteria: 3. Does the value of the ""Benefits:"" attribute include a least 1 sentence explicitly talking about the benefits of this project?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
Problem Summary:
Consistent and universal screening for health-related social needs of the pediatric
population improved health outcome and reduces overall healthcare costs. Screening
has also been demonstrated to decrease health disparities. Variable studies have
suggested that 19-65% of families screened report at least one HRSN. Of those who
reported a HRSN, 22-58% accepted resources to address these needs. Barriers include
time limits to address such issues, clinicians feeling unable to address identified needs,
trust and/or reluctance of patients to divulge concerns. A recent study suggests that
patients are more likely to answer HRSN screening electronically versus paper. While
access to internet is also a barrier, having access to inoffice electronic screening can help
relieve this. Thus this program strives to assess HRSN to improve health behaviors and
outcomes while decreasing barrier and disparities in receiving care.
Desired Outcome(s):
1. Institute and increase routine HRSN (SDOH) screening annually
2. Establish relationship with community based referral source to address
identified needs on screening
3. Connect families with identified needs with community resources
4. Decrease barriers to receiving health care
5. Create efficient and effective screening workflow that
Benefits:
With effective screening that limits barriers and a workflow that connects needs with
resources, a decrease in social needs that negatively impact health are decreased and
health outcomes in children, family and later adults are improved.
"
auto_grading_trainingset\input_files\input10.txt,Timeline,1. Does the value of the each task list key tasks?,"
You are grading a project Timeline. This is the criteria: 1. Does the value of the each task list key tasks?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
Description of Task and Completion Dates
Task 1 Assessment of current strategies for assessing HRSN within Arbor practices â€“ Feb 29, 2024
Project Charter
Task 2 Research and choose a evidence based HRSN screening tool â€“ March 30, 2024
Task 3 Develop relationship with community based referral organization and secure resources needed for
closed loop referral process - April 30, 2024
Task 4 Develop workflow for administering screening tool and secure resources needed - April 30, 2024
Task 5 Pilot screening workflow in 2 Arbor practices â€“ May 20, 2024
Task 6 Assess workflow and adjust elements to improve screening process and referral system â€“ June 15, 2024
Task 7 Educate clinician and staff in all practice on workflow for administering screening tool and connecting
families with community resources â€“ June 25, 2024
Task 8 Initiate screening/referral workflow for all Arbor practices â€“ July 8, 2024
* Add new rows as needed.
"
auto_grading_trainingset\input_files\input10.txt,Timeline,2. Does the value of the each task contain a specific planned completion due dates?,"
You are grading a project Timeline. This is the criteria: 2. Does the value of the each task contain a specific planned completion due dates?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
Description of Task and Completion Dates
Task 1 Assessment of current strategies for assessing HRSN within Arbor practices â€“ Feb 29, 2024
Project Charter
Task 2 Research and choose a evidence based HRSN screening tool â€“ March 30, 2024
Task 3 Develop relationship with community based referral organization and secure resources needed for
closed loop referral process - April 30, 2024
Task 4 Develop workflow for administering screening tool and secure resources needed - April 30, 2024
Task 5 Pilot screening workflow in 2 Arbor practices â€“ May 20, 2024
Task 6 Assess workflow and adjust elements to improve screening process and referral system â€“ June 15, 2024
Task 7 Educate clinician and staff in all practice on workflow for administering screening tool and connecting
families with community resources â€“ June 25, 2024
Task 8 Initiate screening/referral workflow for all Arbor practices â€“ July 8, 2024
* Add new rows as needed.
"
auto_grading_trainingset\input_files\input10.txt,Scope,"3. Does the value of the ""In Scope Project Objectives"" attribute include an aligned objectives with the project purpose?","
You are grading a project Scope. This is the criteria: 3. Does the value of the ""In Scope Project Objectives"" attribute include an aligned objectives with the project purpose?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
In Scope Project Objectives
Objective for this project is to utilize quality improvement strategies to establish an effective and efficient HRSN
(SDOH) screening workflow for pediatric primary care practices of Arbor Medical Partner that includes a closed loop
referral process that connects families with needs with a community based referral resource.
Out of Scope Project Objectives or Activities
This project does not address area for which additional screening tools are utilized, such as behavioral health
diagnosis or developmental delay. No additional staff can be hired to meet these objectives, and minimal impact
should be made on current clinician and staff visit length.
"
auto_grading_trainingset\input_files\input10.txt,Scope,"4. Does the value of the ""Out of Scope Project Objectives or Activities"" attribute include an aligned objectives with the project purpose?","
You are grading a project Scope. This is the criteria: 4. Does the value of the ""Out of Scope Project Objectives or Activities"" attribute include an aligned objectives with the project purpose?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
In Scope Project Objectives
Objective for this project is to utilize quality improvement strategies to establish an effective and efficient HRSN
(SDOH) screening workflow for pediatric primary care practices of Arbor Medical Partner that includes a closed loop
referral process that connects families with needs with a community based referral resource.
Out of Scope Project Objectives or Activities
This project does not address area for which additional screening tools are utilized, such as behavioral health
diagnosis or developmental delay. No additional staff can be hired to meet these objectives, and minimal impact
should be made on current clinician and staff visit length.
"
auto_grading_trainingset\input_files\input10.txt,Scope,5. Does the value of the In Scope Project Objectives align with project milestone?,"
You are grading a project Scope. This is the criteria: 5. Does the value of the In Scope Project Objectives align with project milestone?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
In Scope Project Objectives
Objective for this project is to utilize quality improvement strategies to establish an effective and efficient HRSN
(SDOH) screening workflow for pediatric primary care practices of Arbor Medical Partner that includes a closed loop
referral process that connects families with needs with a community based referral resource.
Out of Scope Project Objectives or Activities
This project does not address area for which additional screening tools are utilized, such as behavioral health
diagnosis or developmental delay. No additional staff can be hired to meet these objectives, and minimal impact
should be made on current clinician and staff visit length.
"
auto_grading_trainingset\input_files\input10.txt,Team,"1. Does the value of the ""Team Lead:"" attribute contain an individual's name?","
You are grading a project Team. This is the criteria: 1. Does the value of the ""Team Lead:"" attribute contain an individual's name?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
Team Lead: Arbor Social Work â€“ and
Karen Eynon Project Champion: Karen Eynon
Process Owner: Raegan Post Process Manager: Karen Eynon
Stakeholders
Stakeholder Title Department Organization
Karen Eynon Regional Lead Clinician Pediatrics Arbor Medical Partners
Lisa Engel Senior Regional Medical
Director Pediatrics Pediatric Associates
Tricia Juba Director of Operations Pediatrics Arbor Medical Partners
Sally Kikuchi Vice President of
Operations Pediatrics Pediatric Associates
Project Team Members
Name Team Role
Ean Goldberg Social Worker â€“ SDOH Referral coordinator
Karen Eynon Regional Lead Clinician â€“ TI program coordinator
Raegan Post Program Logistics Coordinator
"
auto_grading_trainingset\input_files\input10.txt,Team,"2. Does the value of the ""Project Champion:"" attribute contain an individual's name?","
You are grading a project Team. This is the criteria: 2. Does the value of the ""Project Champion:"" attribute contain an individual's name?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
Team Lead: Arbor Social Work â€“ and
Karen Eynon Project Champion: Karen Eynon
Process Owner: Raegan Post Process Manager: Karen Eynon
Stakeholders
Stakeholder Title Department Organization
Karen Eynon Regional Lead Clinician Pediatrics Arbor Medical Partners
Lisa Engel Senior Regional Medical
Director Pediatrics Pediatric Associates
Tricia Juba Director of Operations Pediatrics Arbor Medical Partners
Sally Kikuchi Vice President of
Operations Pediatrics Pediatric Associates
Project Team Members
Name Team Role
Ean Goldberg Social Worker â€“ SDOH Referral coordinator
Karen Eynon Regional Lead Clinician â€“ TI program coordinator
Raegan Post Program Logistics Coordinator
"
auto_grading_trainingset\input_files\input10.txt,Team,"3. Does the value of the ""Process Owner:"" attribute contain an individual's name?","
You are grading a project Team. This is the criteria: 3. Does the value of the ""Process Owner:"" attribute contain an individual's name?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
Team Lead: Arbor Social Work â€“ and
Karen Eynon Project Champion: Karen Eynon
Process Owner: Raegan Post Process Manager: Karen Eynon
Stakeholders
Stakeholder Title Department Organization
Karen Eynon Regional Lead Clinician Pediatrics Arbor Medical Partners
Lisa Engel Senior Regional Medical
Director Pediatrics Pediatric Associates
Tricia Juba Director of Operations Pediatrics Arbor Medical Partners
Sally Kikuchi Vice President of
Operations Pediatrics Pediatric Associates
Project Team Members
Name Team Role
Ean Goldberg Social Worker â€“ SDOH Referral coordinator
Karen Eynon Regional Lead Clinician â€“ TI program coordinator
Raegan Post Program Logistics Coordinator
"
auto_grading_trainingset\input_files\input10.txt,Team,"4. Does the value of the ""Process Manager:"" attribute contain an individual's name?","
You are grading a project Team. This is the criteria: 4. Does the value of the ""Process Manager:"" attribute contain an individual's name?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
Team Lead: Arbor Social Work â€“ and
Karen Eynon Project Champion: Karen Eynon
Process Owner: Raegan Post Process Manager: Karen Eynon
Stakeholders
Stakeholder Title Department Organization
Karen Eynon Regional Lead Clinician Pediatrics Arbor Medical Partners
Lisa Engel Senior Regional Medical
Director Pediatrics Pediatric Associates
Tricia Juba Director of Operations Pediatrics Arbor Medical Partners
Sally Kikuchi Vice President of
Operations Pediatrics Pediatric Associates
Project Team Members
Name Team Role
Ean Goldberg Social Worker â€“ SDOH Referral coordinator
Karen Eynon Regional Lead Clinician â€“ TI program coordinator
Raegan Post Program Logistics Coordinator
"
auto_grading_trainingset\input_files\input10.txt,Team,"5. Does the value of the ""Stakeholders"" ""stakeholder"" attribute contain an individual's name?","
You are grading a project Team. This is the criteria: 5. Does the value of the ""Stakeholders"" ""stakeholder"" attribute contain an individual's name?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
Team Lead: Arbor Social Work â€“ and
Karen Eynon Project Champion: Karen Eynon
Process Owner: Raegan Post Process Manager: Karen Eynon
Stakeholders
Stakeholder Title Department Organization
Karen Eynon Regional Lead Clinician Pediatrics Arbor Medical Partners
Lisa Engel Senior Regional Medical
Director Pediatrics Pediatric Associates
Tricia Juba Director of Operations Pediatrics Arbor Medical Partners
Sally Kikuchi Vice President of
Operations Pediatrics Pediatric Associates
Project Team Members
Name Team Role
Ean Goldberg Social Worker â€“ SDOH Referral coordinator
Karen Eynon Regional Lead Clinician â€“ TI program coordinator
Raegan Post Program Logistics Coordinator
"
auto_grading_trainingset\input_files\input10.txt,Team,"6. Do the ""Stakeholders"" contain values for the attributes: title, department, and organization?","
You are grading a project Team. This is the criteria: 6. Do the ""Stakeholders"" contain values for the attributes: title, department, and organization?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
Team Lead: Arbor Social Work â€“ and
Karen Eynon Project Champion: Karen Eynon
Process Owner: Raegan Post Process Manager: Karen Eynon
Stakeholders
Stakeholder Title Department Organization
Karen Eynon Regional Lead Clinician Pediatrics Arbor Medical Partners
Lisa Engel Senior Regional Medical
Director Pediatrics Pediatric Associates
Tricia Juba Director of Operations Pediatrics Arbor Medical Partners
Sally Kikuchi Vice President of
Operations Pediatrics Pediatric Associates
Project Team Members
Name Team Role
Ean Goldberg Social Worker â€“ SDOH Referral coordinator
Karen Eynon Regional Lead Clinician â€“ TI program coordinator
Raegan Post Program Logistics Coordinator
"
auto_grading_trainingset\input_files\input10.txt,Team,"7. Does the value of the ""Project Team Members"" ""Name"" attribute contain an individual's name?","
You are grading a project Team. This is the criteria: 7. Does the value of the ""Project Team Members"" ""Name"" attribute contain an individual's name?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
Team Lead: Arbor Social Work â€“ and
Karen Eynon Project Champion: Karen Eynon
Process Owner: Raegan Post Process Manager: Karen Eynon
Stakeholders
Stakeholder Title Department Organization
Karen Eynon Regional Lead Clinician Pediatrics Arbor Medical Partners
Lisa Engel Senior Regional Medical
Director Pediatrics Pediatric Associates
Tricia Juba Director of Operations Pediatrics Arbor Medical Partners
Sally Kikuchi Vice President of
Operations Pediatrics Pediatric Associates
Project Team Members
Name Team Role
Ean Goldberg Social Worker â€“ SDOH Referral coordinator
Karen Eynon Regional Lead Clinician â€“ TI program coordinator
Raegan Post Program Logistics Coordinator
"
auto_grading_trainingset\input_files\input10.txt,Team,"8. Do the ""Project Team Members"" contain role values for the ""Team role"" attribute?","
You are grading a project Team. This is the criteria: 8. Do the ""Project Team Members"" contain role values for the ""Team role"" attribute?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
Team Lead: Arbor Social Work â€“ and
Karen Eynon Project Champion: Karen Eynon
Process Owner: Raegan Post Process Manager: Karen Eynon
Stakeholders
Stakeholder Title Department Organization
Karen Eynon Regional Lead Clinician Pediatrics Arbor Medical Partners
Lisa Engel Senior Regional Medical
Director Pediatrics Pediatric Associates
Tricia Juba Director of Operations Pediatrics Arbor Medical Partners
Sally Kikuchi Vice President of
Operations Pediatrics Pediatric Associates
Project Team Members
Name Team Role
Ean Goldberg Social Worker â€“ SDOH Referral coordinator
Karen Eynon Regional Lead Clinician â€“ TI program coordinator
Raegan Post Program Logistics Coordinator
"
auto_grading_trainingset\input_files\input11.txt,Description,"1. Does the name of the ""Project Name:"" attribute specified in the file?","
You are grading a project Description. This is the criteria: 1. Does the name of the ""Project Name:"" attribute specified in the file?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
Project Name: HRSN Screening, diagnosis and referral
Clinic: HRT
Process: HRSN Screening, documentation, diagnosis and referrals
TIP 2.0 Process Milestone:
Core Component 3 Process for Screening for HRSN
Project Description / Purpose
The HRSN screening process needs to be implemented.
"
auto_grading_trainingset\input_files\input11.txt,Description,"2. Does the name of the ""Clinic:"" attribute specified in the file?","
You are grading a project Description. This is the criteria: 2. Does the name of the ""Clinic:"" attribute specified in the file?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
Project Name: HRSN Screening, diagnosis and referral
Clinic: HRT
Process: HRSN Screening, documentation, diagnosis and referrals
TIP 2.0 Process Milestone:
Core Component 3 Process for Screening for HRSN
Project Description / Purpose
The HRSN screening process needs to be implemented.
"
auto_grading_trainingset\input_files\input11.txt,Description,"3. Does the name of the ""Process:"" attribute specified in the file?","
You are grading a project Description. This is the criteria: 3. Does the name of the ""Process:"" attribute specified in the file?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
Project Name: HRSN Screening, diagnosis and referral
Clinic: HRT
Process: HRSN Screening, documentation, diagnosis and referrals
TIP 2.0 Process Milestone:
Core Component 3 Process for Screening for HRSN
Project Description / Purpose
The HRSN screening process needs to be implemented.
"
auto_grading_trainingset\input_files\input11.txt,Description,"4. Does the name of the ""TIP 2.0 Process Milestone:"" attribute specified in the file?","
You are grading a project Description. This is the criteria: 4. Does the name of the ""TIP 2.0 Process Milestone:"" attribute specified in the file?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
Project Name: HRSN Screening, diagnosis and referral
Clinic: HRT
Process: HRSN Screening, documentation, diagnosis and referrals
TIP 2.0 Process Milestone:
Core Component 3 Process for Screening for HRSN
Project Description / Purpose
The HRSN screening process needs to be implemented.
"
auto_grading_trainingset\input_files\input11.txt,Description,"5. Does the name of the ""TIP 2.0 Process Milestone:"" attribute provide specific process milestone details?","
You are grading a project Description. This is the criteria: 5. Does the name of the ""TIP 2.0 Process Milestone:"" attribute provide specific process milestone details?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
Project Name: HRSN Screening, diagnosis and referral
Clinic: HRT
Process: HRSN Screening, documentation, diagnosis and referrals
TIP 2.0 Process Milestone:
Core Component 3 Process for Screening for HRSN
Project Description / Purpose
The HRSN screening process needs to be implemented.
"
auto_grading_trainingset\input_files\input11.txt,Description,"6. Does the value of the ""Project Description / Purpose"" attribute include a brief description of the project?","
You are grading a project Description. This is the criteria: 6. Does the value of the ""Project Description / Purpose"" attribute include a brief description of the project?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
Project Name: HRSN Screening, diagnosis and referral
Clinic: HRT
Process: HRSN Screening, documentation, diagnosis and referrals
TIP 2.0 Process Milestone:
Core Component 3 Process for Screening for HRSN
Project Description / Purpose
The HRSN screening process needs to be implemented.
"
auto_grading_trainingset\input_files\input11.txt,Description,"7. Does the value of the ""Project Description / Purpose"" attribute include a sentence that explicitly state the purpose of the project?","
You are grading a project Description. This is the criteria: 7. Does the value of the ""Project Description / Purpose"" attribute include a sentence that explicitly state the purpose of the project?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
Project Name: HRSN Screening, diagnosis and referral
Clinic: HRT
Process: HRSN Screening, documentation, diagnosis and referrals
TIP 2.0 Process Milestone:
Core Component 3 Process for Screening for HRSN
Project Description / Purpose
The HRSN screening process needs to be implemented.
"
auto_grading_trainingset\input_files\input11.txt,Description,"8. Does the value of the ""Project Description / Purpose"" attribute include a detailed expected results from the project?","
You are grading a project Description. This is the criteria: 8. Does the value of the ""Project Description / Purpose"" attribute include a detailed expected results from the project?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
Project Name: HRSN Screening, diagnosis and referral
Clinic: HRT
Process: HRSN Screening, documentation, diagnosis and referrals
TIP 2.0 Process Milestone:
Core Component 3 Process for Screening for HRSN
Project Description / Purpose
The HRSN screening process needs to be implemented.
"
auto_grading_trainingset\input_files\input11.txt,Overview,"1. Does the value of the ""Problem Summary:"" attribute include a detailed (at least 1 sentence) and logical problem statement (relating to the project description/purpose)?","
You are grading a project Overview. This is the criteria: 1. Does the value of the ""Problem Summary:"" attribute include a detailed (at least 1 sentence) and logical problem statement (relating to the project description/purpose)?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
Problem Summary:
The staff need to be trained on the HRSN screening, Z code diagnosis, and HRSN. We
are currently not able to report data on this process.
Identified barriers include training on the PCAM and Z codes, staff not fully
understanding the impact of HRSN on clients and their health, issues in the EHR for Z
codes diagnosis.
"
